 Entering Gaussian System
 *********************************************
 Gaussian 98:
 frequency output generated by the xtb code
 *********************************************
                         Standard orientation:
 --------------------------------------------------------------------
  Center     Atomic     Atomic              Coordinates (Angstroms)
  Number     Number      Type              X           Y           Z
 --------------------------------------------------------------------
 102   6    -0.02  -0.03  -0.01    -0.05  -0.00  -0.05    -0.11   0.02   0.02
 103   6    -0.00  -0.03  -0.01    -0.01  -0.01  -0.04     0.00   0.02   0.02
 104   6     0.02  -0.03  -0.01     0.06  -0.00  -0.04     0.11   0.03   0.02
 105   7    -0.01  -0.02  -0.00    -0.02   0.01  -0.02    -0.01   0.02   0.01
 106   6    -0.02  -0.03   0.01    -0.07   0.01  -0.03    -0.03   0.02   0.01
 107   1    -0.01  -0.01  -0.00    -0.03  -0.00  -0.01    -0.06   0.01   0.00
 108   1     0.00  -0.01  -0.00    -0.00  -0.00  -0.01    -0.00   0.00   0.00
 109   1     0.01  -0.01  -0.01     0.04   0.00  -0.02     0.07   0.01   0.01
 110   1    -0.01  -0.01   0.00    -0.03   0.00  -0.01    -0.02   0.01   0.00
 111   6     0.02   0.01  -0.01     0.01  -0.01   0.01    -0.02   0.01  -0.03
 112   6    -0.13  -0.03   0.05    -0.06  -0.03   0.04    -0.03   0.05  -0.04
 113   6     0.04  -0.04   0.03    -0.00  -0.03   0.02    -0.05   0.06  -0.05
 114   6     0.18   0.01   0.04     0.08  -0.02  -0.01    -0.02   0.02  -0.10
 115   6     0.07   0.06   0.06    -0.01  -0.01   0.01    -0.06  -0.04  -0.07
 116   6     0.11   0.07   0.02    -0.02  -0.01   0.03    -0.11  -0.03  -0.05
 117   1    -0.09  -0.02   0.03    -0.04  -0.01   0.02    -0.00   0.02  -0.01
 118   1     0.01  -0.02   0.01    -0.00  -0.01   0.01    -0.02   0.03  -0.02
 119   1     0.08   0.00   0.01     0.05  -0.01  -0.01     0.01   0.01  -0.05
 120   1     0.04   0.03   0.00    -0.01  -0.00   0.01    -0.04  -0.02  -0.01
 121   6    -0.09   0.01   0.05    -0.06   0.01   0.03     0.02  -0.02  -0.04
 122   6    -0.14   0.03  -0.04     0.05   0.04   0.08     0.14   0.02   0.00
 123   6    -0.03   0.02  -0.09    -0.05   0.01   0.06     0.02  -0.02  -0.00
 124   6     0.13   0.01  -0.05    -0.10   0.02   0.04    -0.11  -0.08  -0.03
 125   7    -0.01  -0.08  -0.01    -0.07   0.05   0.01     0.01  -0.04   0.01
 126   6    -0.16  -0.08   0.03    -0.16   0.01   0.00     0.04  -0.04  -0.02
 127   1    -0.06   0.02  -0.02     0.05   0.03   0.03     0.08   0.02   0.01
 128   1    -0.00   0.02  -0.04    -0.02   0.00   0.02     0.01  -0.01   0.00
 129   1     0.10   0.02  -0.02    -0.03   0.01   0.02    -0.07  -0.04  -0.02
 130   1    -0.07  -0.04   0.01    -0.07  -0.00  -0.00     0.02  -0.01  -0.01
                     61                     62                     63
                        a                      a                      a 
 Frequencies --   263.2586               264.4406               268.3640
 Red. masses --    17.6966                23.0568                44.2164
 Frc consts  --     0.0000                 0.0000                 0.0000
 IR Inten    --     0.2045                 0.0229                 1.1962
 Raman Activ --     0.0000                 0.0000                 0.0000
 Depolar     --     0.0000                 0.0000                 0.0000
 Atom AN      X      Y      Z        X      Y      Z        X      Y      Z
   1  46    -0.01   0.24   0.00     0.00   0.08   0.00     0.04   0.01  -0.42
   2  46    -0.00   0.14   0.00     0.00  -0.35  -0.01     0.37   0.01  -0.20
   3   6     0.05  -0.00   0.14    -0.06  -0.03   0.06     0.04   0.01   0.07
   4   6     0.05  -0.01   0.22     0.02   0.00   0.08    -0.02  -0.01   0.16
   5   6     0.01  -0.03   0.01     0.02   0.00   0.01    -0.02   0.01   0.03
   6   6     0.00  -0.02  -0.12     0.00   0.01  -0.04    -0.03   0.02  -0.15
   7   6    -0.02  -0.03  -0.04    -0.02   0.01  -0.02    -0.02   0.02   0.01
   8   6    -0.02  -0.06   0.13    -0.02  -0.01   0.05    -0.03   0.03   0.15
   9   7    -0.00  -0.07  -0.04    -0.00  -0.02  -0.01    -0.01   0.03  -0.02
  10   6     0.01  -0.06  -0.13     0.01  -0.01  -0.05    -0.02   0.03  -0.00
  11   1     0.00  -0.00  -0.06     0.00   0.01  -0.02    -0.01   0.01  -0.09
  12   1    -0.01  -0.01  -0.02    -0.01   0.00  -0.01    -0.00   0.01   0.00
  13   1    -0.01  -0.02   0.10    -0.01  -0.01   0.04    -0.01   0.01   0.09
  14   1     0.01  -0.02  -0.07     0.01  -0.00  -0.03    -0.01   0.01  -0.01
  15   6    -0.01  -0.00  -0.02    -0.01  -0.01  -0.02    -0.00  -0.00  -0.03
  16   6    -0.05  -0.01  -0.12     0.03   0.06   0.04    -0.00  -0.05  -0.02
  17   6    -0.02  -0.01  -0.00     0.04   0.07  -0.05    -0.02  -0.06  -0.01
  18   6     0.02   0.01   0.14     0.08   0.02  -0.08    -0.02  -0.05   0.04
  19   6    -0.03   0.02  -0.01     0.07  -0.05  -0.07    -0.03  -0.01  -0.02
  20   6    -0.05   0.02  -0.08     0.02  -0.06  -0.13    -0.04   0.00  -0.10
  21   1    -0.02  -0.00  -0.06     0.01   0.02   0.04     0.01  -0.02  -0.00
  22   1    -0.01  -0.01   0.00     0.02   0.03  -0.01    -0.01  -0.02   0.00
  23   1     0.02   0.00   0.09     0.04   0.01  -0.02    -0.00  -0.02   0.03
  24   1    -0.02   0.01  -0.04    -0.00  -0.03  -0.05    -0.02   0.00  -0.04
  25   6    -0.02   0.02  -0.03     0.03   0.00   0.06    -0.01  -0.00   0.02
  26   6     0.02   0.04  -0.02    -0.07  -0.02   0.10    -0.02  -0.04  -0.04
  27   6     0.06   0.01  -0.02    -0.12  -0.00   0.02    -0.04  -0.01   0.00
  28   6     0.04  -0.01   0.02    -0.07   0.01  -0.12    -0.04   0.02   0.03
  29   7     0.00  -0.03   0.02    -0.03   0.10   0.01     0.00   0.03   0.02
  30   6    -0.02  -0.02  -0.03    -0.00   0.10   0.15    -0.01   0.04   0.05
  31   1     0.01   0.02  -0.00    -0.02  -0.02   0.04    -0.00  -0.02  -0.03
  32   1     0.03   0.01  -0.01    -0.05  -0.01   0.01    -0.01  -0.01  -0.00
  33   1     0.02  -0.01   0.02    -0.02  -0.01  -0.09    -0.02   0.01   0.01
  34   1    -0.01  -0.01  -0.01     0.00   0.04   0.07    -0.00   0.01   0.02
  35   6    -0.14  -0.00   0.05    -0.06  -0.03  -0.06    -0.08  -0.02   0.01
  36   6    -0.21  -0.01   0.05    -0.08  -0.00   0.02    -0.12  -0.00   0.06
  37   6    -0.01  -0.03   0.01    -0.01   0.00   0.02    -0.00  -0.01   0.07
  38   6     0.12  -0.02   0.00     0.05   0.01   0.00     0.06  -0.04   0.11
  39   6     0.04  -0.03  -0.02     0.02   0.01  -0.02     0.02  -0.05   0.10
  40   6    -0.13  -0.06  -0.02    -0.05  -0.01  -0.02    -0.07  -0.06   0.09
  41   7     0.04  -0.07  -0.01     0.01  -0.02  -0.00     0.03  -0.03   0.04
  42   6     0.12  -0.06   0.01     0.05  -0.01   0.01     0.08  -0.02   0.07
  43   1     0.06  -0.00   0.00     0.02   0.01   0.00     0.03  -0.02   0.03
  44   1     0.02  -0.01  -0.01     0.01   0.00  -0.01     0.01  -0.01   0.02
  45   1    -0.09  -0.02  -0.01    -0.04  -0.01  -0.01    -0.05  -0.01   0.04
  46   1     0.07  -0.02   0.01     0.03  -0.00   0.01     0.04  -0.01   0.02
  47   6     0.02  -0.00  -0.01     0.02  -0.01  -0.01     0.02  -0.00  -0.02
  48   6     0.11  -0.01  -0.05    -0.04   0.06   0.03     0.04   0.04  -0.02
  49   6     0.00  -0.01  -0.02     0.05   0.07   0.04     0.01   0.05   0.00
  50   6    -0.14   0.01   0.02     0.09   0.01   0.08    -0.04   0.04   0.03
  51   6     0.01   0.02  -0.03     0.08  -0.05   0.07     0.02   0.01  -0.00
  52   6     0.08   0.02  -0.05     0.13  -0.06   0.02     0.08   0.00  -0.04
  53   1     0.06  -0.00  -0.02    -0.04   0.02   0.01     0.01   0.02  -0.01
  54   1    -0.00  -0.01  -0.01     0.01   0.03   0.02     0.00   0.01   0.00
  55   1    -0.08   0.00   0.02     0.02   0.01   0.04    -0.03   0.01   0.02
  56   1     0.04   0.01  -0.02     0.05  -0.03  -0.00     0.04   0.00  -0.01
  57   6     0.03   0.02  -0.02    -0.06   0.00   0.03    -0.04   0.02   0.01
  58   6     0.02   0.04   0.02    -0.10  -0.01  -0.07     0.04   0.00   0.06
  59   6     0.02   0.01   0.06    -0.02   0.00  -0.12    -0.03   0.02   0.07
  60   6    -0.02  -0.01   0.04     0.12   0.01  -0.07    -0.05  -0.01   0.05
  61   7    -0.02  -0.03   0.00    -0.01   0.10  -0.03    -0.06  -0.02   0.00
  62   6     0.03  -0.02  -0.02    -0.15   0.10   0.00    -0.14   0.02  -0.02
  63   1     0.00   0.02   0.01    -0.04  -0.02  -0.02     0.04  -0.00   0.02
  64   1     0.01   0.01   0.03    -0.01  -0.01  -0.05    -0.01   0.01   0.02
  65   1    -0.02  -0.00   0.02     0.09  -0.01  -0.02    -0.01  -0.01   0.02
  66   1     0.01  -0.01  -0.01    -0.07   0.04   0.00    -0.06   0.01  -0.01
  67   6    -0.05  -0.00  -0.14     0.06  -0.03  -0.06     0.04  -0.02   0.07
  68   6    -0.05  -0.01  -0.21    -0.02   0.00  -0.09    -0.02   0.00   0.16
  69   6    -0.01  -0.03  -0.01    -0.02   0.00  -0.01    -0.02  -0.01   0.03
  70   6    -0.00  -0.02   0.12    -0.00   0.01   0.05    -0.02  -0.02  -0.15
  71   6     0.02  -0.03   0.04     0.02   0.01   0.02    -0.02  -0.02   0.01
  72   6     0.02  -0.06  -0.13     0.02  -0.01  -0.05    -0.03  -0.04   0.15
  73   7     0.01  -0.07   0.04     0.00  -0.02   0.01    -0.01  -0.03  -0.02
  74   6    -0.01  -0.06   0.12    -0.01  -0.01   0.05    -0.02  -0.03  -0.01
  75   1    -0.00  -0.00   0.06    -0.00   0.01   0.02    -0.01  -0.01  -0.09
  76   1     0.01  -0.01   0.02     0.01   0.00   0.01    -0.00  -0.01   0.00
  77   1     0.01  -0.02  -0.10     0.01  -0.00  -0.04    -0.01  -0.01   0.09
  78   1    -0.01  -0.02   0.07    -0.01  -0.01   0.03    -0.01  -0.01  -0.01
  79   6     0.01  -0.00   0.02     0.01  -0.01   0.02    -0.00   0.01  -0.03
  80   6     0.05  -0.01   0.11    -0.03   0.06  -0.04    -0.00   0.05  -0.02
  81   6     0.02  -0.01   0.00    -0.04   0.07   0.05    -0.02   0.06  -0.01
  82   6    -0.02   0.01  -0.14    -0.08   0.01   0.08    -0.02   0.04   0.04
  83   6     0.03   0.02   0.01    -0.07  -0.05   0.07    -0.03   0.01  -0.02
  84   6     0.05   0.01   0.08    -0.02  -0.06   0.13    -0.04   0.00  -0.10
  85   1     0.02  -0.00   0.06    -0.01   0.03  -0.04     0.01   0.02  -0.00
  86   1     0.01  -0.01  -0.00    -0.02   0.03   0.01    -0.01   0.02   0.00
  87   1    -0.02   0.00  -0.08    -0.04   0.01   0.02    -0.00   0.01   0.03
  88   1     0.02   0.01   0.04     0.00  -0.03   0.05    -0.02  -0.00  -0.04
  89   6     0.02   0.01   0.03    -0.03   0.00  -0.05    -0.01   0.00   0.02
  90   6    -0.02   0.04   0.02     0.07  -0.01  -0.10    -0.02   0.04  -0.04
  91   6    -0.06   0.01   0.02     0.12   0.00  -0.02    -0.04   0.01   0.00
  92   6    -0.04  -0.01  -0.02     0.07   0.01   0.12    -0.04  -0.02   0.03
  93   7    -0.00  -0.03  -0.02     0.03   0.10  -0.01     0.00  -0.03   0.02
  94   6     0.02  -0.02   0.02    -0.00   0.10  -0.15    -0.01  -0.04   0.05
  95   1    -0.01   0.02   0.00     0.02  -0.02  -0.04    -0.00   0.02  -0.03
  96   1    -0.03   0.01   0.01     0.05  -0.01  -0.01    -0.01   0.01  -0.00
  97   1    -0.02  -0.00  -0.02     0.02  -0.01   0.09    -0.02  -0.01   0.01
  98   1     0.01  -0.01   0.01    -0.00   0.05  -0.07    -0.00  -0.01   0.02
  99   6     0.14   0.00  -0.05     0.06  -0.03   0.06    -0.08   0.02   0.01
 100   6     0.21  -0.01  -0.05     0.08   0.00  -0.02    -0.12   0.00   0.06
 101   6     0.01  -0.03  -0.01     0.01   0.00  -0.02    -0.00   0.01   0.07
 102   6    -0.12  -0.02  -0.00    -0.05   0.01  -0.00     0.06   0.04   0.11
 103   6    -0.04  -0.03   0.02    -0.02   0.01   0.02     0.02   0.05   0.10
 104   6     0.13  -0.06   0.02     0.05  -0.01   0.02    -0.07   0.05   0.09
 105   7    -0.04  -0.07   0.00    -0.01  -0.02   0.00     0.03   0.03   0.04
 106   6    -0.12  -0.06  -0.01    -0.05  -0.01  -0.01     0.08   0.01   0.07
 107   1    -0.06  -0.00  -0.00    -0.02   0.01  -0.00     0.03   0.02   0.03
 108   1    -0.02  -0.01   0.01    -0.01   0.00   0.01     0.01   0.01   0.03
 109   1     0.10  -0.02   0.01     0.04  -0.00   0.01    -0.05   0.01   0.04
 110   1    -0.07  -0.02  -0.01    -0.03  -0.00  -0.01     0.04   0.01   0.02
 111   6    -0.02  -0.00   0.01    -0.02  -0.01   0.01     0.02   0.00  -0.02
 112   6    -0.11  -0.01   0.05     0.04   0.06  -0.03     0.04  -0.04  -0.02
 113   6    -0.00  -0.01   0.02    -0.05   0.07  -0.04     0.01  -0.05   0.00
 114   6     0.14   0.01  -0.02    -0.09   0.01  -0.08    -0.04  -0.04   0.03
 115   6    -0.01   0.02   0.03    -0.07  -0.05  -0.07     0.02  -0.01  -0.00
 116   6    -0.08   0.01   0.05    -0.13  -0.06  -0.02     0.08  -0.00  -0.04
 117   1    -0.06  -0.00   0.02     0.04   0.03  -0.01     0.01  -0.02  -0.01
 118   1     0.00  -0.01   0.01    -0.01   0.03  -0.02     0.00  -0.01   0.00
 119   1     0.08   0.00  -0.02    -0.02   0.01  -0.04    -0.03  -0.01   0.02
 120   1    -0.04   0.01   0.02    -0.05  -0.03   0.00     0.04  -0.00  -0.01
 121   6    -0.03   0.01   0.02     0.06   0.00  -0.03    -0.04  -0.02   0.01
 122   6    -0.02   0.04  -0.02     0.10  -0.01   0.07     0.04  -0.00   0.06
 123   6    -0.02   0.01  -0.06     0.02  -0.00   0.12    -0.03  -0.02   0.06
 124   6     0.02  -0.01  -0.04    -0.12   0.01   0.07    -0.05   0.01   0.05
 125   7     0.02  -0.03  -0.00     0.01   0.10   0.03    -0.06   0.02   0.00
 126   6    -0.03  -0.02   0.02     0.15   0.10   0.00    -0.14  -0.02  -0.02
 127   1    -0.01   0.02  -0.01     0.04  -0.02   0.02     0.04   0.00   0.02
 128   1    -0.01   0.01  -0.03     0.01  -0.01   0.05    -0.01  -0.01   0.02
 129   1     0.02  -0.00  -0.02    -0.09  -0.01   0.02    -0.01   0.01   0.02
 130   1    -0.01  -0.01   0.01     0.07   0.05  -0.00    -0.06  -0.01  -0.01
                     64                     65                     66
                        a                      a                      a 
 Frequencies --   268.4747               275.3444               278.9711
 Red. masses --    44.0530                10.6923                35.0452
 Frc consts  --     0.0000                 0.0000                 0.0000
 IR Inten    --     1.1909                 0.0141                 0.5345
 Raman Activ --     0.0000                 0.0000                 0.0000
 Depolar     --     0.0000                 0.0000                 0.0000
 Atom AN      X      Y      Z        X      Y      Z        X      Y      Z
   1  46     0.42   0.00   0.04     0.01   0.01   0.01    -0.00   0.36   0.33
   2  46     0.19  -0.00   0.36     0.00  -0.00  -0.00     0.07  -0.06  -0.02
   3   6    -0.01   0.02  -0.08    -0.07  -0.03  -0.17    -0.01  -0.03   0.07
   4   6    -0.06   0.00  -0.12     0.03   0.01  -0.23     0.09  -0.00   0.05
   5   6    -0.07   0.01  -0.00     0.02  -0.01   0.01     0.03  -0.03  -0.03
   6   6    -0.11   0.04   0.06     0.02  -0.02   0.11     0.01  -0.02   0.04
   7   6    -0.10   0.05   0.02     0.00  -0.03   0.03    -0.03  -0.04  -0.04
   8   6    -0.09   0.06  -0.07     0.01  -0.05  -0.13    -0.03  -0.10  -0.02
   9   7    -0.04   0.03   0.03     0.01  -0.06   0.07    -0.00  -0.12  -0.03
  10   6    -0.07   0.01   0.08     0.02  -0.05   0.17     0.03  -0.09  -0.13
  11   1    -0.03   0.02   0.03     0.01  -0.00   0.05     0.00  -0.00   0.04
  12   1    -0.03   0.01   0.01    -0.00  -0.00   0.01    -0.02  -0.01  -0.02
  13   1    -0.04   0.01  -0.05     0.00  -0.01  -0.10    -0.02  -0.03   0.01
  14   1    -0.02   0.01   0.04     0.01  -0.02   0.08     0.02  -0.03  -0.06
  15   6     0.02   0.00   0.02    -0.03  -0.01   0.02    -0.03  -0.02   0.00
  16   6     0.02  -0.04   0.04    -0.01   0.00   0.08    -0.04   0.01  -0.03
  17   6    -0.00  -0.04   0.01    -0.01   0.01   0.04    -0.01   0.02  -0.00
  18   6    -0.03  -0.04  -0.04    -0.05   0.01  -0.08     0.02   0.02   0.05
  19   6     0.00  -0.01   0.02    -0.01   0.02   0.05    -0.01   0.01  -0.02
  20   6     0.04  -0.00   0.08     0.01   0.00   0.16    -0.04  -0.01  -0.04
  21   1     0.01  -0.02   0.01    -0.01   0.00   0.03    -0.02   0.01  -0.01
  22   1    -0.00  -0.01   0.00    -0.00   0.00   0.01    -0.00   0.01  -0.00
  23   1    -0.02  -0.01  -0.03    -0.03   0.00  -0.06     0.01   0.01   0.03
  24   1     0.01  -0.00   0.04     0.01  -0.00   0.07    -0.01  -0.00  -0.02
  25   6    -0.01  -0.02  -0.04     0.00   0.01  -0.01    -0.01   0.02  -0.00
  26   6    -0.06  -0.01   0.04     0.02   0.02  -0.03     0.00   0.03  -0.01
  27   6    -0.06  -0.02  -0.03     0.02   0.03  -0.01     0.01   0.03  -0.01
  28   6    -0.05   0.01  -0.05     0.02   0.04   0.01     0.01   0.03  -0.01
  29   7    -0.00   0.02  -0.06     0.01   0.02  -0.03    -0.00   0.03   0.01
  30   6     0.02  -0.02  -0.14     0.01   0.02  -0.05    -0.02   0.05   0.03
  31   1    -0.02   0.00   0.04     0.01   0.01  -0.01     0.00   0.01  -0.01
  32   1    -0.02  -0.01  -0.01     0.01   0.01  -0.00     0.00   0.01  -0.00
  33   1    -0.02   0.01  -0.01     0.01   0.01   0.02     0.00   0.01  -0.01
  34   1     0.01  -0.01  -0.06     0.01   0.00  -0.02    -0.01   0.01   0.01
  35   6    -0.07   0.01   0.04    -0.17   0.02   0.07     0.01  -0.02  -0.03
  36   6    -0.16  -0.01  -0.02    -0.22  -0.01  -0.03     0.03   0.00   0.05
  37   6    -0.03   0.01  -0.02     0.01   0.01  -0.02     0.01  -0.03  -0.01
  38   6     0.15   0.02  -0.02     0.11   0.02  -0.02    -0.01  -0.00  -0.05
  39   6    -0.01   0.02  -0.02     0.03   0.03  -0.01    -0.00  -0.02  -0.08
  40   6    -0.15   0.03  -0.02    -0.13   0.04  -0.01     0.02  -0.08  -0.08
  41   7     0.01   0.03  -0.01     0.07   0.05  -0.01     0.00  -0.12  -0.02
  42   6     0.00   0.03  -0.02     0.17   0.04  -0.02    -0.00  -0.11  -0.01
  43   1     0.10   0.01  -0.01     0.05   0.00  -0.01    -0.01   0.01  -0.01
  44   1    -0.00   0.01  -0.00     0.01   0.00   0.00    -0.00  -0.00  -0.03
  45   1    -0.09   0.01  -0.01    -0.10   0.01  -0.00     0.01  -0.03  -0.04
  46   1     0.01   0.01  -0.01     0.08   0.02  -0.01    -0.01  -0.03   0.00
  47   6     0.03  -0.00  -0.00     0.02   0.01   0.03    -0.00  -0.01  -0.02
  48   6     0.02  -0.05  -0.01     0.08  -0.00   0.01    -0.01   0.02  -0.01
  49   6     0.01  -0.06  -0.02     0.04  -0.01   0.01    -0.00   0.03   0.00
  50   6    -0.04  -0.05  -0.02    -0.08  -0.01   0.05     0.01   0.02   0.00
  51   6     0.02  -0.01  -0.03     0.05  -0.02   0.01    -0.00   0.01   0.00
  52   6     0.10   0.00  -0.04     0.15  -0.00  -0.01    -0.01  -0.00  -0.01
  53   1     0.00  -0.02   0.01     0.03  -0.00   0.00    -0.00   0.01  -0.01
  54   1    -0.00  -0.02  -0.01     0.01  -0.00   0.00    -0.00   0.01   0.00
  55   1    -0.03  -0.02  -0.00    -0.06  -0.00   0.03     0.00   0.01   0.00
  56   1     0.04   0.00  -0.02     0.07   0.00  -0.01    -0.01  -0.00  -0.00
  57   6    -0.02  -0.00  -0.01    -0.01  -0.01  -0.00    -0.01   0.01  -0.00
  58   6     0.04  -0.04  -0.02    -0.02  -0.02  -0.02     0.01   0.01   0.01
  59   6    -0.00  -0.01  -0.04    -0.01  -0.03  -0.02    -0.01   0.02   0.01
  60   6    -0.03   0.02  -0.04     0.01  -0.04  -0.02    -0.00   0.02   0.01
  61   7    -0.02   0.03   0.00    -0.03  -0.02  -0.01    -0.00   0.02  -0.00
  62   6    -0.05   0.04  -0.01    -0.05  -0.01  -0.01    -0.03   0.03  -0.01
  63   1     0.03  -0.02  -0.00    -0.01  -0.01  -0.01     0.01   0.00   0.00
  64   1     0.00  -0.01  -0.01    -0.00  -0.01  -0.01    -0.00   0.01   0.00
  65   1    -0.01   0.01  -0.02     0.02  -0.01  -0.00     0.00   0.00   0.00
  66   1    -0.02   0.01  -0.00    -0.02  -0.00  -0.01    -0.02   0.01  -0.00
  67   6    -0.01  -0.02  -0.08     0.07  -0.03   0.17     0.09  -0.06   0.14
  68   6    -0.06  -0.00  -0.12    -0.03   0.00   0.23    -0.10   0.01   0.21
  69   6    -0.07  -0.01  -0.00    -0.03  -0.01  -0.01    -0.06  -0.04  -0.01
  70   6    -0.11  -0.04   0.06    -0.02  -0.02  -0.11    -0.04  -0.03  -0.03
  71   6    -0.10  -0.05   0.02    -0.01  -0.03  -0.03     0.01  -0.06  -0.07
  72   6    -0.09  -0.06  -0.07    -0.01  -0.06   0.13     0.01  -0.13   0.06
  73   7    -0.04  -0.03   0.03    -0.01  -0.06  -0.07    -0.01  -0.15  -0.05
  74   6    -0.07  -0.02   0.08    -0.02  -0.05  -0.18    -0.04  -0.12  -0.21
  75   1    -0.03  -0.02   0.03    -0.01  -0.00  -0.05    -0.01  -0.00   0.00
  76   1    -0.03  -0.01   0.01     0.00  -0.00  -0.01     0.02  -0.01  -0.03
  77   1    -0.04  -0.01  -0.05    -0.00  -0.02   0.10     0.01  -0.04   0.07
  78   1    -0.02  -0.01   0.04    -0.01  -0.02  -0.09    -0.02  -0.04  -0.11
  79   6     0.02  -0.00   0.02     0.03  -0.01  -0.02     0.05  -0.02  -0.03
  80   6     0.02   0.04   0.04     0.01   0.00  -0.08     0.03   0.03  -0.07
  81   6    -0.00   0.05   0.01     0.01   0.01  -0.04     0.01   0.04  -0.04
  82   6    -0.03   0.04  -0.04     0.05   0.01   0.08     0.04   0.04   0.06
  83   6     0.00   0.01   0.02     0.01   0.02  -0.05     0.00   0.02  -0.04
  84   6     0.04   0.00   0.09    -0.00   0.01  -0.16     0.01  -0.00  -0.14
  85   1     0.01   0.02   0.01     0.01   0.00  -0.03     0.02   0.02  -0.02
  86   1    -0.00   0.01   0.00     0.00   0.00  -0.01     0.00   0.02  -0.01
  87   1    -0.02   0.01  -0.03     0.03   0.00   0.06     0.02   0.01   0.05
  88   1     0.01   0.00   0.04    -0.01  -0.00  -0.07    -0.00  -0.00  -0.06
  89   6    -0.01   0.02  -0.04    -0.00   0.01   0.01     0.00   0.03   0.01
  90   6    -0.06   0.00   0.04    -0.03   0.02   0.03    -0.03   0.05   0.02
